NDC  NDC_format  NDC_10
00904188352	4-4-2	0904-1883-52
00186108839	4-4-2	0186-1088-39
63481061370	5-3-2	63481-613-70
00904386575	4-4-2	0904-3865-75
08290329420	4-4-2	8290-3294-20
00603243821	4-4-2	0603-2438-21
71205003430	5-3-2	71205-034-30
43353057753	5-3-2	43353-577-53
54868463900	5-4-1	54868-4639-0
38415005129	5-3-2	38415-051-29
68387059030	5-3-2	68387-590-30
10135015510	5-3-2	10135-155-10
67253018150	5-3-2	67253-181-50
57844000956	5-3-2	57844-009-56
71288041181	5-3-2	71288-411-81
68387048630	5-3-2	68387-486-30
00002872559	4-4-2	0002-8725-59
55045319802	5-4-1	55045-3198-2
50458062560	5-3-2	50458-625-60
37000074087	5-3-2	37000-740-87
77333051610	5-3-2	77333-516-10
00051842530	4-4-2	0051-8425-30
00193288021	4-4-2	0193-2880-21
43288010410	5-3-2	43288-104-10
17139056288	5-3-2	17139-562-88
54868520100	5-4-1	54868-5201-0
98939000234	5-3-2	98939-002-34
10939024933	5-3-2	10939-249-33
16590061445	5-3-2	16590-614-45
68084046911	5-3-2	68084-469-11
58118990506	5-4-1	58118-9905-6
50002086060	5-3-2	50002-860-60
00228267211	4-4-2	0228-2672-11
68462019217	5-3-2	68462-192-17
68084039665	5-3-2	68084-396-65
00247131514	4-4-2	0247-1315-14
72611064225	5-3-2	72611-642-25
00781556031	4-4-2	0781-5560-31
54569554800	5-4-1	54569-5548-0
74300001067	5-3-2	74300-010-67
00781540192	4-4-2	0781-5401-92
00002880359	4-4-2	0002-8803-59
00603613721	4-4-2	0603-6137-21
65084037320	5-3-2	65084-373-20
76420004835	5-3-2	76420-048-35
10939076444	5-3-2	10939-764-44
11845013037	5-3-2	11845-130-37
68752020560	5-3-2	68752-205-60
00005555619	4-4-2	0005-5556-19
69543034030	5-3-2	69543-340-30
00093737210	4-4-2	0093-7372-10
44206030010	5-3-2	44206-300-10
96295012796	5-3-2	96295-127-96
63307041049	5-3-2	63307-410-49
54569564900	5-4-1	54569-5649-0
63323054011	5-3-2	63323-540-11
54569292900	5-4-1	54569-2929-0
65162066850	5-3-2	65162-668-50
00054457025	4-4-2	0054-4570-25
00093342910	4-4-2	0093-3429-10
63824092630	5-3-2	63824-926-30
73796077313	5-3-2	73796-773-13
54868420700	5-4-1	54868-4207-0
08290328411	4-4-2	8290-3284-11
00002751559	4-4-2	0002-7515-59
66336095390	5-3-2	66336-953-90
54569579700	5-4-1	54569-5797-0
00005550919	4-4-2	0005-5509-19
00025190131	4-4-2	0025-1901-31
11845016865	5-3-2	11845-168-65
54629080412	5-3-2	54629-804-12
64764091590	5-3-2	64764-915-90
54868447301	5-4-1	54868-4473-1
74312017621	5-3-2	74312-176-21
00143314150	4-4-2	0143-3141-50
11917004954	5-3-2	11917-049-54
69097028970	5-3-2	69097-289-70
00074795123	4-4-2	0074-7951-23
87701039984	5-3-2	87701-399-84
66105015515	5-3-2	66105-155-15
65702010710	5-3-2	65702-107-10
55289034530	5-3-2	55289-345-30
63739006610	5-3-2	63739-066-10
00074304530	4-4-2	0074-3045-30
99207051422	5-3-2	99207-514-22
00182126089	4-4-2	0182-1260-89
00002879759	4-4-2	0002-8797-59
58160082643	5-3-2	58160-826-43
00904589615	4-4-2	0904-5896-15
65162110205	5-4-1	65162-1102-5
45802035758	5-3-2	45802-357-58
00378220477	4-4-2	0378-2204-77
16784069533	5-3-2	16784-695-33
50242082886	5-3-2	50242-828-86
53014097572	5-3-2	53014-975-72
10939048733	5-3-2	10939-487-33
00603576428	4-4-2	0603-5764-28
92771004014	5-3-2	92771-040-14
68071152505	5-4-1	68071-1525-5
54868241300	5-4-1	54868-2413-0
00169643810	4-4-2	0169-6438-10
16252061630	5-3-2	16252-616-30
54569560500	5-4-1	54569-5605-0
16590051960	5-3-2	16590-519-60
11822058225	5-3-2	11822-582-25
45802004064	5-3-2	45802-040-64
51862006410	5-3-2	51862-064-10
11845017228	5-3-2	11845-172-28
62037083110	5-3-2	62037-831-10
00093756956	4-4-2	0093-7569-56
43547035850	5-3-2	43547-358-50
42254026028	5-3-2	42254-260-28
58016024190	5-3-2	58016-241-90
58790000228	5-3-2	58790-002-28
51079032220	5-3-2	51079-322-20
70074011098	5-3-2	70074-110-98
58160081152	5-3-2	58160-811-52
42192014416	5-3-2	42192-144-16
47463010530	5-3-2	47463-105-30
00024156210	4-4-2	0024-1562-10
00093715398	4-4-2	0093-7153-98
62991135108	5-4-1	62991-1351-8
55048021914	5-3-2	55048-219-14
39328006412	5-3-2	39328-064-12
99207017315	5-3-2	99207-173-15
59011045210	5-3-2	59011-452-10
70748025730	5-3-2	70748-257-30
00258368790	4-4-2	0258-3687-90
54569535300	5-4-1	54569-5353-0
50474090916	5-3-2	50474-909-16
00002143611	4-4-2	0002-1436-11
13668031330	5-3-2	13668-313-30
59911360701	5-4-1	59911-3607-1
12547017055	5-3-2	12547-170-55
63653117101	5-4-1	63653-1171-1
51862094210	5-3-2	51862-942-10
54838014440	5-3-2	54838-144-40
66479057416	5-3-2	66479-574-16
66116017984	5-3-2	66116-179-84
00002614527	4-4-2	0002-6145-27
11845015012	5-3-2	11845-150-12
65597070118	5-3-2	65597-701-18
11877001126	5-3-2	11877-011-26
11528010516	5-3-2	11528-105-16
00093726710	4-4-2	0093-7267-10
64720013010	5-3-2	64720-130-10
51079042420	5-3-2	51079-424-20
93764060213	5-3-2	93764-602-13
00172443049	4-4-2	0172-4430-49
63029850401	5-4-1	63029-8504-1
62559062037	5-3-2	62559-620-37
58160090752	5-3-2	58160-907-52
54868486502	5-4-1	54868-4865-2
25010081316	5-3-2	25010-813-16
63629273303	5-4-1	63629-2733-3
00023590118	4-4-2	0023-5901-18
68094051562	5-3-2	68094-515-62
51079062485	5-3-2	51079-624-85
16784070272	5-3-2	16784-702-72
67544019430	5-3-2	67544-194-30
78112037621	5-3-2	78112-376-21
11917016995	5-3-2	11917-169-95
67919002010	5-3-2	67919-020-10
49999073460	5-3-2	49999-734-60
00536352141	4-4-2	0536-3521-41
50265039830	5-3-2	50265-398-30
35356012716	5-3-2	35356-127-16
00075150616	4-4-2	0075-1506-16
00169291115	4-4-2	0169-2911-15
00406206760	4-4-2	0406-2067-60
51079074520	5-3-2	51079-745-20
00029315920	4-4-2	0029-3159-20
68387040160	5-3-2	68387-401-60
63739057610	5-3-2	63739-576-10
55566930002	5-4-1	55566-9300-2
68788952003	5-4-1	68788-9520-3
61314027225	5-3-2	61314-272-25
08290320880	4-4-2	8290-3208-80
12547015010	5-3-2	12547-150-10
73070010215	5-3-2	73070-102-15
00007489220	4-4-2	0007-4892-20
00185720969	4-4-2	0185-7209-69
49884046566	5-3-2	49884-465-66
68645014059	5-3-2	68645-140-59
49281021515	5-3-2	49281-215-15
00904546052	4-4-2	0904-5460-52
51862015860	5-3-2	51862-158-60
58016466001	5-4-1	58016-4660-1
68115094650	5-3-2	68115-946-50
41100081088	5-3-2	41100-810-88
10135013718	5-3-2	10135-137-18
00088250033	4-4-2	0088-2500-33
00378773493	4-4-2	0378-7734-93
56151210301	5-4-1	56151-2103-1
81131011137	5-3-2	81131-111-37
00093511898	4-4-2	0093-5118-98
75834010850	5-3-2	75834-108-50
00603210932	4-4-2	0603-2109-32
67457011850	5-3-2	67457-118-50
00169406012	4-4-2	0169-4060-12
69336011310	5-3-2	69336-113-10
00378728053	4-4-2	0378-7280-53
68788376803	5-4-1	68788-3768-3
68682019050	5-3-2	68682-190-50
66424052035	5-3-2	66424-520-35
11845005351	5-3-2	11845-053-51
11845014772	5-3-2	11845-147-72
60687074421	5-3-2	60687-744-21
00603646916	4-4-2	0603-6469-16
66105055210	5-3-2	66105-552-10
49999014320	5-3-2	49999-143-20
68084081621	5-3-2	68084-816-21
68462022517	5-3-2	68462-225-17
24477001015	5-3-2	24477-010-15
49884093765	5-3-2	49884-937-65
00093551289	4-4-2	0093-5512-89
00781223331	4-4-2	0781-2233-31
11917007952	5-3-2	11917-079-52
06809450359	4-4-2	6809-4503-59
00955101510	4-4-2	0955-1015-10
00051845030	4-4-2	0051-8450-30
16571010150	5-3-2	16571-101-50
52959066020	5-3-2	52959-660-20
86227013055	5-3-2	86227-130-55
40985027384	5-3-2	40985-273-84
53002043220	5-3-2	53002-432-20
00555900942	4-4-2	0555-9009-42
00603497521	4-4-2	0603-4975-21
68645048970	5-3-2	68645-489-70
16590047128	5-3-2	16590-471-28
54569581100	5-4-1	54569-5811-0
52747071230	5-3-2	52747-712-30
37000074117	5-3-2	37000-741-17
10542005010	5-3-2	10542-050-10
16110051815	5-3-2	16110-518-15
50924095120	5-3-2	50924-951-20
00037688590	4-4-2	0037-6885-90
98716006056	5-3-2	98716-060-56
24208030010	5-3-2	24208-300-10
00603107858	4-4-2	0603-1078-58
63739028410	5-3-2	63739-284-10
48102001735	5-3-2	48102-017-35
49884046565	5-3-2	49884-465-65
10542007010	5-3-2	10542-070-10
54569570200	5-4-1	54569-5702-0
51079077620	5-3-2	51079-776-20
00904617061	4-4-2	0904-6170-61
00254203373	4-4-2	0254-2033-73
00378322477	4-4-2	0378-3224-77
67544010999	5-3-2	67544-109-99
54868111102	5-4-1	54868-1111-2
31604001870	5-3-2	31604-018-70
00031862421	4-4-2	0031-8624-21
00904633961	4-4-2	0904-6339-61
63044063321	5-3-2	63044-633-21
43386007183	5-3-2	43386-071-83
79854005024	5-3-2	79854-050-24
72140045231	5-3-2	72140-452-31
11845012230	5-3-2	11845-122-30
68115093680	5-3-2	68115-936-80
10631009160	5-3-2	10631-091-60
58118788909	5-4-1	58118-7889-9
16590065120	5-3-2	16590-651-20
68071055330	5-3-2	68071-553-30
69618006076	5-3-2	69618-060-76
00904250091	4-4-2	0904-2500-91
13668032530	5-3-2	13668-325-30
00904683873	4-4-2	0904-6838-73
68387053730	5-3-2	68387-537-30
69543038190	5-3-2	69543-381-90
55289058430	5-3-2	55289-584-30
00378727753	4-4-2	0378-7277-53
60505265109	5-4-1	60505-2651-9
16590050130	5-3-2	16590-501-30
54569351000	5-4-1	54569-3510-0
62541030230	5-3-2	62541-302-30
51285014619	5-3-2	51285-146-19
13811000890	5-3-2	13811-008-90
68387036330	5-3-2	68387-363-30
52427053134	5-3-2	52427-531-34
58160084252	5-3-2	58160-842-52
42192070660	5-3-2	42192-706-60
08317260312	4-4-2	8317-2603-12
58914060120	5-3-2	58914-601-20
66267099220	5-3-2	66267-992-20
58016556801	5-4-1	58016-5568-1
00378201777	4-4-2	0378-2017-77
58016008490	5-3-2	58016-084-90
64980032212	5-3-2	64980-322-12
00049411066	4-4-2	0049-4110-66
49281079051	5-3-2	49281-790-51
25866052814	5-3-2	25866-528-14
51991038490	5-3-2	51991-384-90
00093540189	4-4-2	0093-5401-89
00131326532	4-4-2	0131-3265-32
00378207410	4-4-2	0378-2074-10
64376080910	5-3-2	64376-809-10
54868366401	5-4-1	54868-3664-1
00603362232	4-4-2	0603-3622-32
00440758130	4-4-2	0440-7581-30
60258004843	5-3-2	60258-048-43
70201054916	5-3-2	70201-549-16
